Face mask (physical object),Oxygen administration by mask (procedure),Placing subject in prone position (procedure),Plain chest X-ray (procedure),Fitness,Medication Reconciliation (procedure),Throat culture (procedure)
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.9999000099990001,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.9999833336111065,0.0,0.0
0,0.0,0.0,0.0,0.8,1.0,0.0
0,0.0,0.0,0.0,0.8,1.0,0.0
0,0.0,0.0,0.0,0.8,1.0,0.0
0,0.0,0.0,0.0,0.8,1.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.8571306124198226,1.0,0.0
0,0.0,0.0,0.0,0.8571306124198226,1.0,0.0
0,0.0,0.0,0.0,0.8571306124198226,1.0,0.0
0,0.0,0.0,0.0,0.8571306124198226,1.0,0.0
0,0.0,0.0,0.0,0.8571306124198226,1.0,0.0
0,0.0,0.0,0.0,0.8,0.0,1.0
0,0.0,0.0,0.0,0.8,0.0,1.0
0,0.0,0.0,0.0,0.8,0.0,1.0
0,0.0,0.0,0.0,0.8,0.0,1.0
0,0.0,0.0,0.0,0.8,0.0,1.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
